match_id,model,baseline,seed,round,coop,reward,cumulative_reward
deepseek_v32__vs__always_cooperate__seed101,DeepSeek-V3.2,Always Cooperate,101,39,1.0,10.74979348231664,359.145004542989
deepseek_v32__vs__always_cooperate__seed101,DeepSeek-V3.2,Always Cooperate,101,40,1.0,10.74987473933614,369.8948792823251
deepseek_v32__vs__always_cooperate__seed101,DeepSeek-V3.2,Always Cooperate,101,41,1.0,10.749924025067646,380.64480330739275
deepseek_v32__vs__always_cooperate__seed101,DeepSeek-V3.2,Always Cooperate,101,42,1.0,10.749953918690487,391.39475722608324
deepseek_v32__vs__always_cooperate__seed101,DeepSeek-V3.2,Always Cooperate,101,43,1.0,10.749972050205368,402.1447292762886
deepseek_v32__vs__always_cooperate__seed101,DeepSeek-V3.2,Always Cooperate,101,44,1.0,10.749983047567767,412.89471232385637
deepseek_v32__vs__always_cooperate__seed101,DeepSeek-V3.2,Always Cooperate,101,45,1.0,10.749989717820949,423.6447020416773
deepseek_v32__vs__always_cooperate__seed101,DeepSeek-V3.2,Always Cooperate,101,46,1.0,10.749993763539791,434.3946958052171
deepseek_v32__vs__always_cooperate__seed101,DeepSeek-V3.2,Always Cooperate,101,47,1.0,10.74999621739444,445.14469202261154
deepseek_v32__vs__always_cooperate__seed101,DeepSeek-V3.2,Always Cooperate,101,48,1.0,10.749997705733296,455.8946897283448
deepseek_v32__vs__always_cooperate__seed101,DeepSeek-V3.2,Always Cooperate,101,49,1.0,10.749998608456735,466.64468833680155
deepseek_v32__vs__always_cooperate__seed101,DeepSeek-V3.2,Always Cooperate,101,50,1.0,10.749999155986284,477.39468749278785
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,1,1.0,4.0,4.0
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,2,1.0,4.901899659543274,8.901899659543274
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,3,1.0,5.737743197914256,14.63964285745753
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,4,1.0,6.452973827162612,21.09261668462014
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,5,1.0,7.008693579389945,28.101310264010085
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,6,1.0,7.451631469408346,35.55294173341843
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,7,1.0,7.808117629728304,43.36105936314674
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,8,1.0,8.103994352624522,51.46505371577126
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,9,1.0,8.35970266513893,59.82475638091019
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,10,1.0,8.588234938593196,68.41299131950339
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,11,1.0,8.799565935129063,77.21255725463246
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,12,1.0,9.000142281788616,86.21269953642107
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,13,1.0,9.207703467349035,95.4204030037701
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,14,1.0,9.411153375854852,104.83155637962496
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,15,1.0,9.612069044941965,114.44362542456692
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,16,1.0,9.811425402153066,124.25505082671998
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,17,1.0,10.009823420575632,134.2648742472956
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,18,1.0,10.20763289327224,144.47250714056784
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,19,1.0,10.405081103621242,154.8775882441891
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,20,1.0,10.602307641639356,165.47989588582845
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,21,1.0,10.749659515984732,176.22955540181317
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,22,1.0,10.74979348231664,186.97934888412982
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,23,1.0,10.74987473933614,197.72922362346597
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,24,1.0,10.749924025067646,208.47914764853363
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,25,1.0,10.749953918690487,219.22910156722412
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,26,1.0,10.749972050205368,229.9790736174295
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,27,1.0,10.749983047567767,240.72905666499724
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,28,1.0,10.749989717820949,251.47904638281818
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,29,1.0,10.749993763539791,262.229040146358
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,30,1.0,10.74999621739444,272.9790363637524
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,31,1.0,10.749997705733296,283.7290340694857
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,32,1.0,10.749998608456735,294.4790326779424
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,33,1.0,10.749999155986284,305.22903183392873
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,34,1.0,10.74999948807978,315.9790313220085
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,35,1.0,10.749999689504683,326.7290310115132
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,36,1.0,10.749999811675067,337.4790308231883
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,37,1.0,10.749999885775154,348.2290307089634
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,38,1.0,10.749999930719127,358.97903063968255
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,39,1.0,10.749999957979028,369.72903059766156
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,40,1.0,10.749999974512992,380.47903057217457
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,41,1.0,10.74999998454135,391.22903055671594
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,42,1.0,10.749999990623852,401.9790305473398
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,43,1.0,10.749999994313079,412.7290305416529
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,44,1.0,10.74999999655071,423.4790305382036
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,45,1.0,10.7499999979079,434.22903053611145
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,46,1.0,10.749999998731074,444.97903053484254
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,47,1.0,10.749999999230358,455.7290305340729
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,48,1.0,10.749999999533191,466.4790305336061
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,49,1.0,10.749999999716866,477.22903053332294
deepseek_v32__vs__always_cooperate__seed102,DeepSeek-V3.2,Always Cooperate,102,50,1.0,10.749999999828269,487.9790305331512
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,1,0.5,8.0,8.0
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,2,1.0,4.809042063803192,12.809042063803192
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,3,1.0,5.591329978691661,18.40037204249485
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,4,1.0,6.267085041051246,24.667457083546097
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,5,1.0,6.817733813760466,31.485190897306563
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,6,1.0,7.257195094264214,38.74238599157078
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,7,1.0,7.61140074663942,46.3537867382102
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,8,1.0,7.905824604466034,54.25961134267623
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,9,1.0,8.153837719272499,62.413449061948725
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,10,1.0,8.388595349616686,70.80204441156542
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,11,1.0,8.60639956094937,79.40844397251479
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,12,1.0,8.813597523852277,88.22204149636707
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,13,1.0,9.014210135419109,97.23625163178617
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,14,1.0,9.21075294984836,106.44700458163453
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,15,1.0,9.404787839162122,115.85179242079666
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,16,1.0,9.597280054281072,125.44907247507773
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,17,1.0,9.795659444063368,135.2447319191411
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,18,1.0,9.993457613969056,145.23818953311013
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,19,1.0,10.190898967375276,155.42908850048542
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,20,1.0,10.388121345912491,165.8172098463979
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,21,1.0,10.585209377313287,176.40241922371118
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,22,1.0,10.74979348231664,187.15221270602783
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,23,1.0,10.74987473933614,197.90208744536397
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,24,1.0,10.749924025067646,208.65201147043163
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,25,1.0,10.749953918690487,219.40196538912213
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,26,1.0,10.749972050205368,230.1519374393275
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,27,1.0,10.749983047567767,240.90192048689528
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,28,1.0,10.749989717820949,251.65191020471622
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,29,1.0,10.749993763539791,262.401903968256
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,30,1.0,7.0,269.401903968256
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,31,1.0,7.9184449840139095,277.3203489522699
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,32,1.0,8.732939339725036,286.05328829199493
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,33,1.0,9.381808571452328,295.43509686344726
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,34,1.0,9.855978084834117,305.2910749482814
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,35,1.0,10.181063649840674,315.47213859812206
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,36,1.0,10.39430595116825,325.8664445492903
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,37,1.0,10.53015826936483,336.39660281865514
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,38,1.0,10.61510342528431,347.01170624393944
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,39,1.0,10.667597930270553,357.67930417421
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,40,1.0,10.699803618067861,368.37910779227786
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,41,1.0,10.719473967130781,379.09858175940866
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,42,1.0,10.73145532632524,389.8300370857339
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,43,1.0,10.738741133074473,400.5687782188084
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,44,1.0,10.743167116041995,411.3119453348504
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,45,1.0,10.745854160223072,422.0577994950735
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,46,1.0,7.0,429.0577994950735
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,47,1.0,7.9184449840139095,436.97624447908737
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,48,1.0,7.0,443.97624447908737
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,49,1.0,7.9184449840139095,451.89468946310126
deepseek_v32__vs__always_cooperate__seed103,DeepSeek-V3.2,Always Cooperate,103,50,1.0,8.732939339725036,460.6276288028263
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,1,0.5,8.0,8.0
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,2,1.0,4.809042063803192,12.809042063803192
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,3,1.0,5.542525572284129,18.35156763608732
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,4,1.0,6.148792177162196,24.500359813249517
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,5,1.0,6.644134026824581,31.144493840074098
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,6,1.0,7.03801227137447,38.18250611144857
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,7,1.0,7.353880463323065,45.53638657477163
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,8,1.0,7.615518791579319,53.15190536635095
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,9,1.0,7.841840829571643,60.9937461959226
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,10,1.0,8.055300944903315,69.0490471408259
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,11,1.0,5.025625,74.07467214082591
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,12,1.0,5.967108936390202,80.04178107721611
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,13,1.0,6.833053518860421,86.87483459607654
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,14,1.0,7.565409575735556,94.4402441718121
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,15,1.0,8.151476176819322,102.59172034863141
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,16,1.0,8.609916732766937,111.20163708139835
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,17,1.0,8.971046528196599,120.17268360959494
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,18,1.0,9.26393078762489,129.43661439721984
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,19,1.0,6.1106249999999935,135.54723939721984
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,20,1.0,7.118543123567202,142.66578252078705
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,21,1.0,8.04340279776719,150.70918531855423
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,22,1.0,8.8226937290706,159.53187904762484
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,23,1.0,6.609374999999991,166.14125404762484
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,24,1.0,7.601402621415621,173.74265666904046
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,25,1.0,8.502164217997986,182.24482088703843
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,26,1.0,9.2358738036545,191.48069469069293
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,27,1.0,9.828450118619987,201.30914480931293
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,28,1.0,10.181063649840674,211.4902084591536
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,29,1.0,10.39430595116825,221.88451441032186
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,30,1.0,10.53015826936483,232.41467267968667
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,31,1.0,10.61510342528431,243.02977610497098
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,32,1.0,10.667597930270553,253.69737403524152
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,33,1.0,10.699803618067861,264.39717765330937
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,34,1.0,10.719473967130781,275.11665162044017
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,35,1.0,10.73145532632524,285.8481069467654
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,36,1.0,10.738741133074473,296.5868480798399
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,37,1.0,10.743167116041995,307.3300151958819
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,38,1.0,10.745854160223072,318.075869356105
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,39,1.0,10.747484874021502,328.8233542301265
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,40,1.0,10.748474297664586,339.57182852779107
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,41,1.0,10.749074540680102,350.3209030684712
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,42,1.0,10.74943865329367,361.07034172176486
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,43,1.0,10.749659515984732,371.8200012377496
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,44,1.0,10.74979348231664,382.5697947200662
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,45,1.0,10.74987473933614,393.31966945940235
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,46,1.0,10.749924025067646,404.06959348447
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,47,1.0,10.749953918690487,414.81954740316047
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,48,1.0,10.749972050205368,425.56951945336584
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,49,1.0,10.749983047567767,436.3195025009336
deepseek_v32__vs__always_cooperate__seed104,DeepSeek-V3.2,Always Cooperate,104,50,1.0,10.749989717820949,447.06949221875453
deepseek_v32__vs__always_cooperate__seed105,DeepSeek-V3.2,Always Cooperate,105,1,1.0,4.0,4.0
deepseek_v32__vs__always_cooperate__seed105,DeepSeek-V3.2,Always Cooperate,105,2,1.0,4.901899659543274,8.901899659543274
deepseek_v32__vs__always_cooperate__seed105,DeepSeek-V3.2,Always Cooperate,105,3,1.0,5.737743197914256,14.63964285745753
deepseek_v32__vs__always_cooperate__seed105,DeepSeek-V3.2,Always Cooperate,105,4,1.0,6.452973827162612,21.09261668462014
deepseek_v32__vs__always_cooperate__seed105,DeepSeek-V3.2,Always Cooperate,105,5,1.0,7.03473354743033,28.127350232050468
deepseek_v32__vs__always_cooperate__seed105,DeepSeek-V3.2,Always Cooperate,105,6,1.0,7.499356761489178,35.62670699353964
deepseek_v32__vs__always_cooperate__seed105,DeepSeek-V3.2,Always Cooperate,105,7,1.0,7.874286035858203,43.50099302939785
deepseek_v32__vs__always_cooperate__seed105,DeepSeek-V3.2,Always Cooperate,105,8,1.0,8.186093248290184,51.68708627768803
deepseek_v32__vs__always_cooperate__seed105,DeepSeek-V3.2,Always Cooperate,105,9,1.0,8.455751427951338,60.142837705639366
deepseek_v32__vs__always_cooperate__seed105,DeepSeek-V3.2,Always Cooperate,105,10,1.0,8.698166348627016,68.84100405426638
deepseek_v32__vs__always_cooperate__seed105,DeepSeek-V3.2,Always Cooperate,105,11,1.0,8.923322274351424,77.7643263286178
deepseek_v32__vs__always_cooperate__seed105,DeepSeek-V3.2,Always Cooperate,105,12,1.0,9.137678416908237,86.90200474552603
