match_id,seed,model,baseline,round,llm_coop,opp_coop,llm_action,opp_action,llm_reward
deepseek_v32__vs__always_cooperate__seed102,102,DeepSeek-V3.2,Always Cooperate,45,1.0,1.0,0,0,10.7499999979079
deepseek_v32__vs__always_cooperate__seed102,102,DeepSeek-V3.2,Always Cooperate,46,1.0,1.0,0,0,10.749999998731074
deepseek_v32__vs__always_cooperate__seed102,102,DeepSeek-V3.2,Always Cooperate,47,1.0,1.0,0,0,10.749999999230358
deepseek_v32__vs__always_cooperate__seed102,102,DeepSeek-V3.2,Always Cooperate,48,1.0,1.0,0,0,10.749999999533191
deepseek_v32__vs__always_cooperate__seed102,102,DeepSeek-V3.2,Always Cooperate,49,1.0,1.0,0,0,10.749999999716866
deepseek_v32__vs__always_cooperate__seed102,102,DeepSeek-V3.2,Always Cooperate,50,1.0,1.0,0,0,10.749999999828269
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,1,0.5,1.0,2,0,8.0
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,2,1.0,1.0,0,0,4.809042063803192
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,3,1.0,1.0,0,0,5.591329978691661
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,4,1.0,1.0,0,0,6.267085041051246
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,5,1.0,1.0,0,0,6.817733813760466
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,6,1.0,1.0,0,0,7.257195094264214
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,7,1.0,1.0,0,0,7.61140074663942
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,8,1.0,1.0,0,0,7.905824604466034
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,9,1.0,1.0,0,0,8.153837719272499
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,10,1.0,1.0,0,0,8.388595349616686
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,11,1.0,1.0,0,0,8.60639956094937
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,12,1.0,1.0,0,0,8.813597523852277
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,13,1.0,1.0,0,0,9.014210135419109
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,14,1.0,1.0,0,0,9.21075294984836
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,15,1.0,1.0,0,0,9.404787839162122
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,16,1.0,1.0,0,0,9.597280054281072
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,17,1.0,1.0,0,0,9.795659444063368
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,18,1.0,1.0,0,0,9.993457613969056
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,19,1.0,1.0,0,0,10.190898967375276
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,20,1.0,1.0,0,0,10.388121345912491
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,21,1.0,1.0,0,0,10.585209377313287
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,22,1.0,1.0,0,0,10.74979348231664
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,23,1.0,1.0,0,0,10.74987473933614
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,24,1.0,1.0,0,0,10.749924025067646
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,25,1.0,1.0,0,0,10.749953918690487
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,26,1.0,1.0,0,0,10.749972050205368
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,27,1.0,1.0,0,0,10.749983047567767
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,28,1.0,1.0,0,0,10.749989717820949
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,29,1.0,1.0,0,0,10.749993763539791
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,30,1.0,1.0,0,0,7.0
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,31,1.0,1.0,0,0,7.9184449840139095
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,32,1.0,1.0,0,0,8.732939339725036
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,33,1.0,1.0,0,0,9.381808571452328
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,34,1.0,1.0,0,0,9.855978084834117
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,35,1.0,1.0,0,0,10.181063649840674
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,36,1.0,1.0,0,0,10.39430595116825
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,37,1.0,1.0,0,0,10.53015826936483
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,38,1.0,1.0,0,0,10.61510342528431
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,39,1.0,1.0,0,0,10.667597930270553
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,40,1.0,1.0,0,0,10.699803618067861
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,41,1.0,1.0,0,0,10.719473967130781
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,42,1.0,1.0,0,0,10.73145532632524
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,43,1.0,1.0,0,0,10.738741133074473
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,44,1.0,1.0,0,0,10.743167116041995
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,45,1.0,1.0,0,0,10.745854160223072
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,46,1.0,1.0,0,0,7.0
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,47,1.0,1.0,0,0,7.9184449840139095
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,48,1.0,1.0,0,0,7.0
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,49,1.0,1.0,0,0,7.9184449840139095
deepseek_v32__vs__always_cooperate__seed103,103,DeepSeek-V3.2,Always Cooperate,50,1.0,1.0,0,0,8.732939339725036
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,1,0.5,1.0,2,0,8.0
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,2,1.0,1.0,0,0,4.809042063803192
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,3,1.0,1.0,0,0,5.542525572284129
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,4,1.0,1.0,0,0,6.148792177162196
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,5,1.0,1.0,0,0,6.644134026824581
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,6,1.0,1.0,0,0,7.03801227137447
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,7,1.0,1.0,0,0,7.353880463323065
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,8,1.0,1.0,0,0,7.615518791579319
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,9,1.0,1.0,0,0,7.841840829571643
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,10,1.0,1.0,0,0,8.055300944903315
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,11,1.0,1.0,0,0,5.025625
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,12,1.0,1.0,0,0,5.967108936390202
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,13,1.0,1.0,0,0,6.833053518860421
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,14,1.0,1.0,0,0,7.565409575735556
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,15,1.0,1.0,0,0,8.151476176819322
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,16,1.0,1.0,0,0,8.609916732766937
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,17,1.0,1.0,0,0,8.971046528196599
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,18,1.0,1.0,0,0,9.26393078762489
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,19,1.0,1.0,0,0,6.1106249999999935
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,20,1.0,1.0,0,0,7.118543123567202
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,21,1.0,1.0,0,0,8.04340279776719
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,22,1.0,1.0,0,0,8.8226937290706
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,23,1.0,1.0,0,0,6.609374999999991
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,24,1.0,1.0,0,0,7.601402621415621
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,25,1.0,1.0,0,0,8.502164217997986
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,26,1.0,1.0,0,0,9.2358738036545
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,27,1.0,1.0,0,0,9.828450118619987
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,28,1.0,1.0,0,0,10.181063649840674
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,29,1.0,1.0,0,0,10.39430595116825
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,30,1.0,1.0,0,0,10.53015826936483
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,31,1.0,1.0,0,0,10.61510342528431
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,32,1.0,1.0,0,0,10.667597930270553
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,33,1.0,1.0,0,0,10.699803618067861
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,34,1.0,1.0,0,0,10.719473967130781
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,35,1.0,1.0,0,0,10.73145532632524
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,36,1.0,1.0,0,0,10.738741133074473
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,37,1.0,1.0,0,0,10.743167116041995
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,38,1.0,1.0,0,0,10.745854160223072
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,39,1.0,1.0,0,0,10.747484874021502
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,40,1.0,1.0,0,0,10.748474297664586
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,41,1.0,1.0,0,0,10.749074540680102
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,42,1.0,1.0,0,0,10.74943865329367
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,43,1.0,1.0,0,0,10.749659515984732
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,44,1.0,1.0,0,0,10.74979348231664
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,45,1.0,1.0,0,0,10.74987473933614
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,46,1.0,1.0,0,0,10.749924025067646
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,47,1.0,1.0,0,0,10.749953918690487
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,48,1.0,1.0,0,0,10.749972050205368
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,49,1.0,1.0,0,0,10.749983047567767
deepseek_v32__vs__always_cooperate__seed104,104,DeepSeek-V3.2,Always Cooperate,50,1.0,1.0,0,0,10.749989717820949
deepseek_v32__vs__always_cooperate__seed105,105,DeepSeek-V3.2,Always Cooperate,1,1.0,1.0,0,0,4.0
deepseek_v32__vs__always_cooperate__seed105,105,DeepSeek-V3.2,Always Cooperate,2,1.0,1.0,0,0,4.901899659543274
deepseek_v32__vs__always_cooperate__seed105,105,DeepSeek-V3.2,Always Cooperate,3,1.0,1.0,0,0,5.737743197914256
deepseek_v32__vs__always_cooperate__seed105,105,DeepSeek-V3.2,Always Cooperate,4,1.0,1.0,0,0,6.452973827162612
deepseek_v32__vs__always_cooperate__seed105,105,DeepSeek-V3.2,Always Cooperate,5,1.0,1.0,0,0,7.03473354743033
deepseek_v32__vs__always_cooperate__seed105,105,DeepSeek-V3.2,Always Cooperate,6,1.0,1.0,0,0,7.499356761489178
deepseek_v32__vs__always_cooperate__seed105,105,DeepSeek-V3.2,Always Cooperate,7,1.0,1.0,0,0,7.874286035858203
deepseek_v32__vs__always_cooperate__seed105,105,DeepSeek-V3.2,Always Cooperate,8,1.0,1.0,0,0,8.186093248290184
deepseek_v32__vs__always_cooperate__seed105,105,DeepSeek-V3.2,Always Cooperate,9,1.0,1.0,0,0,8.455751427951338
deepseek_v32__vs__always_cooperate__seed105,105,DeepSeek-V3.2,Always Cooperate,10,1.0,1.0,0,0,8.698166348627016
deepseek_v32__vs__always_cooperate__seed105,105,DeepSeek-V3.2,Always Cooperate,11,1.0,1.0,0,0,8.923322274351424
