match_dir,M,p,lam,seed,seat,agent,kind,mean_coop,mean_reward,total_reward,switch_rate,gtft_match_rate,final_action,final_coop
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.00__l0.60__s101,2,0.0,0.6,101,1,always_defect,deterministic,0.0,3.1044218011648628,155.22109005824313,0.0,0.0,1,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.00__l0.60__s101,2,0.0,0.6,101,2,graded_tft,deterministic,1.0,1.328316350873647,66.41581754368235,0.0,1.0,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.00__l0.60__s101,2,0.0,0.6,101,3,deepseek_v3_0324,llm,1.0,1.328316350873647,66.41581754368235,0.0,1.0,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.00__l0.60__s101,2,0.0,0.6,101,4,claude_haiku,llm,1.0,1.328316350873647,66.41581754368235,0.0,1.0,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.10__l0.00__s101,2,0.1,0.0,101,0,always_cooperate,deterministic,1.0,-0.67,-33.5,0.0,0.28,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.10__l0.00__s101,2,0.1,0.0,101,1,always_defect,deterministic,0.0,0.83,41.5,0.0,0.72,1,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.10__l0.00__s101,2,0.1,0.0,101,2,graded_tft,deterministic,0.28,0.41,20.5,0.12,1.0,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.10__l0.00__s101,2,0.1,0.0,101,3,deepseek_v3_0324,llm,0.22,0.5,25.0,0.04,0.94,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.10__l0.00__s101,2,0.1,0.0,101,4,claude_haiku,llm,0.16,0.59,29.5,0.08,0.88,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.10__l0.30__s101,2,0.1,0.3,101,0,always_cooperate,deterministic,1.0,-0.5273708727699151,-26.36854363849576,0.0,0.34,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.10__l0.30__s101,2,0.1,0.3,101,1,always_defect,deterministic,0.0,0.9978512372790902,49.89256186395451,0.0,0.66,1,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.10__l0.30__s101,2,0.1,0.3,101,2,graded_tft,deterministic,0.34,0.4626291272300848,23.13145636150424,0.12,1.0,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.10__l0.30__s101,2,0.1,0.3,101,3,deepseek_v3_0324,llm,0.22,0.6517310826379072,32.58655413189536,0.04,0.88,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.10__l0.30__s101,2,0.1,0.3,101,4,claude_haiku,llm,0.26,0.586564374739194,29.328218736959702,0.08,0.92,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.10__l0.60__s101,2,0.1,0.6,101,0,always_cooperate,deterministic,1.0,-0.5773551631141791,-28.867758155708955,0.0,0.28,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.10__l0.60__s101,2,0.1,0.6,101,1,always_defect,deterministic,0.0,0.9595333437844172,47.97666718922086,0.0,0.72,1,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.10__l0.60__s101,2,0.1,0.6,101,2,graded_tft,deterministic,0.28,0.5026448368858208,25.132241844291045,0.12,1.0,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.10__l0.60__s101,2,0.1,0.6,101,3,deepseek_v3_0324,llm,0.22,0.5972930345020511,29.864651725102554,0.04,0.94,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.10__l0.60__s101,2,0.1,0.6,101,4,claude_haiku,llm,0.16,0.6960173230795589,34.80086615397794,0.08,0.88,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.20__l0.00__s101,2,0.2,0.0,101,0,always_cooperate,deterministic,1.0,-0.85,-42.5,0.0,0.16,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.20__l0.00__s101,2,0.2,0.0,101,1,always_defect,deterministic,0.0,0.65,32.5,0.0,0.84,1,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.20__l0.00__s101,2,0.2,0.0,101,2,graded_tft,deterministic,0.16,0.41,20.5,0.22,1.0,1,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.20__l0.00__s101,2,0.2,0.0,101,3,deepseek_v3_0324,llm,0.08,0.53,26.5,0.02,0.88,1,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.20__l0.00__s101,2,0.2,0.0,101,4,claude_haiku,llm,0.06,0.56,28.0,0.06,0.9,1,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.20__l0.30__s101,2,0.2,0.3,101,0,always_cooperate,deterministic,1.0,-0.8423911725803963,-42.119558629019814,0.0,0.16,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.20__l0.30__s101,2,0.2,0.3,101,1,always_defect,deterministic,0.0,0.6623014300704178,33.11507150352089,0.0,0.84,1,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.20__l0.30__s101,2,0.2,0.3,101,2,graded_tft,deterministic,0.16,0.4176088274196037,20.880441370980186,0.22,1.0,1,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.20__l0.30__s101,2,0.2,0.3,101,3,deepseek_v3_0324,llm,0.08,0.5405694572229773,27.028472861148867,0.02,0.88,1,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.20__l0.30__s101,2,0.2,0.3,101,4,claude_haiku,llm,0.06,0.5711171781490683,28.555858907453413,0.06,0.9,1,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.20__l0.60__s101,2,0.2,0.6,101,0,always_cooperate,deterministic,1.0,-0.8347823451607925,-41.73911725803963,0.0,0.16,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.20__l0.60__s101,2,0.2,0.6,101,1,always_defect,deterministic,0.0,0.6746028601408354,33.73014300704177,0.0,0.84,1,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.20__l0.60__s101,2,0.2,0.6,101,2,graded_tft,deterministic,0.16,0.42521765483920754,21.260882741960376,0.22,1.0,1,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.20__l0.60__s101,2,0.2,0.6,101,3,deepseek_v3_0324,llm,0.08,0.5511389144459546,27.556945722297733,0.02,0.88,1,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m2__p0.20__l0.60__s101,2,0.2,0.6,101,4,claude_haiku,llm,0.06,0.5822343562981366,29.11171781490683,0.06,0.9,1,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.00__l0.00__s101,3,0.0,0.0,101,0,always_cooperate,deterministic,1.0,0.5,25.0,0.0,1.0,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.00__l0.00__s101,3,0.0,0.0,101,1,always_defect,deterministic,0.0,2.0,100.0,0.0,0.0,2,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.00__l0.00__s101,3,0.0,0.0,101,2,graded_tft,deterministic,1.0,0.5,25.0,0.0,1.0,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.00__l0.00__s101,3,0.0,0.0,101,3,deepseek_v3_0324,llm,1.0,0.5,25.0,0.0,1.0,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.00__l0.00__s101,3,0.0,0.0,101,4,claude_haiku,llm,1.0,0.5,25.0,0.0,1.0,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.00__l0.30__s101,3,0.0,0.3,101,0,always_cooperate,deterministic,1.0,0.9141581754368235,45.707908771841176,0.0,1.0,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.00__l0.30__s101,3,0.0,0.3,101,1,always_defect,deterministic,0.0,2.5522109005824314,127.61054502912157,0.0,0.0,2,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.00__l0.30__s101,3,0.0,0.3,101,2,graded_tft,deterministic,1.0,0.9141581754368235,45.707908771841176,0.0,1.0,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.00__l0.30__s101,3,0.0,0.3,101,3,deepseek_v3_0324,llm,1.0,0.9141581754368235,45.707908771841176,0.0,1.0,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.00__l0.30__s101,3,0.0,0.3,101,4,claude_haiku,llm,1.0,0.9141581754368235,45.707908771841176,0.0,1.0,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.00__l0.60__s101,3,0.0,0.6,101,0,always_cooperate,deterministic,1.0,1.328316350873647,66.41581754368235,0.0,1.0,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.00__l0.60__s101,3,0.0,0.6,101,1,always_defect,deterministic,0.0,3.1044218011648628,155.22109005824313,0.0,0.0,2,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.00__l0.60__s101,3,0.0,0.6,101,2,graded_tft,deterministic,1.0,1.328316350873647,66.41581754368235,0.0,1.0,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.00__l0.60__s101,3,0.0,0.6,101,3,deepseek_v3_0324,llm,1.0,1.328316350873647,66.41581754368235,0.0,1.0,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.00__l0.60__s101,3,0.0,0.6,101,4,claude_haiku,llm,1.0,1.328316350873647,66.41581754368235,0.0,1.0,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.10__l0.00__s101,3,0.1,0.0,101,0,always_cooperate,deterministic,1.0,-0.27,-13.5,0.0,0.04,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.10__l0.00__s101,3,0.1,0.0,101,1,always_defect,deterministic,0.0,1.23,61.5,0.0,0.0,2,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.10__l0.00__s101,3,0.1,0.0,101,2,graded_tft,deterministic,0.52,0.45,22.5,0.02,1.0,1,0.5
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.10__l0.00__s101,3,0.1,0.0,101,3,deepseek_v3_0324,llm,0.53,0.435,21.75,0.06,0.94,1,0.5
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.10__l0.00__s101,3,0.1,0.0,101,4,claude_haiku,llm,0.41,0.615,30.75,0.16,0.78,2,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.10__l0.30__s101,3,0.1,0.3,101,0,always_cooperate,deterministic,1.0,-0.2580687606564354,-12.903438032821771,0.0,0.04,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.10__l0.30__s101,3,0.1,0.3,101,1,always_defect,deterministic,0.0,1.2522466573163442,62.612332865817216,0.0,0.0,2,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.10__l0.30__s101,3,0.1,0.3,101,2,graded_tft,deterministic,0.52,0.46679288534961716,23.339644267480857,0.02,1.0,1,0.5
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.10__l0.30__s101,3,0.1,0.3,101,3,deepseek_v3_0324,llm,0.52,0.4662229619062343,23.311148095311715,0.06,0.96,1,0.5
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.10__l0.30__s101,3,0.1,0.3,101,4,claude_haiku,llm,0.41,0.6317928853496171,31.589644267480857,0.16,0.78,2,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.10__l0.60__s101,3,0.1,0.6,101,0,always_cooperate,deterministic,1.0,-0.23452637261187673,-11.726318630593836,0.0,0.04,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.10__l0.60__s101,3,0.1,0.6,101,1,always_defect,deterministic,0.0,1.286104463333683,64.30522316668414,0.0,0.0,2,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.10__l0.60__s101,3,0.1,0.6,101,2,graded_tft,deterministic,0.52,0.49519691940022836,24.75984597001142,0.02,1.0,1,0.5
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.10__l0.60__s101,3,0.1,0.6,101,3,deepseek_v3_0324,llm,0.53,0.4774459238124686,23.87229619062343,0.06,0.94,1,0.5
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.10__l0.60__s101,3,0.1,0.6,101,4,claude_haiku,llm,0.41,0.6601969194002284,33.00984597001142,0.16,0.78,2,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.20__l0.00__s101,3,0.2,0.0,101,0,always_cooperate,deterministic,1.0,-0.42,-21.0,0.0,0.04,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.20__l0.00__s101,3,0.2,0.0,101,1,always_defect,deterministic,0.0,1.08,54.0,0.0,0.04,2,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.20__l0.00__s101,3,0.2,0.0,101,2,graded_tft,deterministic,0.5,0.33,16.5,0.1,1.0,1,0.5
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.20__l0.00__s101,3,0.2,0.0,101,3,deepseek_v3_0324,llm,0.38,0.51,25.5,0.18,0.72,1,0.5
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.20__l0.00__s101,3,0.2,0.0,101,4,claude_haiku,llm,0.28,0.66,33.0,0.14,0.56,1,0.5
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.20__l0.30__s101,3,0.2,0.3,101,0,always_cooperate,deterministic,1.0,-0.4132793615214083,-20.663968076070415,0.0,0.04,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.20__l0.30__s101,3,0.2,0.3,101,1,always_defect,deterministic,0.0,1.090821115168731,54.54105575843655,0.0,0.04,2,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.20__l0.30__s101,3,0.2,0.3,101,2,graded_tft,deterministic,0.5,0.33847481384332395,16.9237406921662,0.1,1.0,1,0.5
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.20__l0.30__s101,3,0.2,0.3,101,3,deepseek_v3_0324,llm,0.38,0.5182009533802785,25.910047669013924,0.18,0.72,1,0.5
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.20__l0.30__s101,3,0.2,0.3,101,4,claude_haiku,llm,0.28,0.6690669398039987,33.45334699019993,0.14,0.56,1,0.5
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.20__l0.60__s101,3,0.2,0.6,101,0,always_cooperate,deterministic,1.0,-0.40655872304281665,-20.327936152140833,0.0,0.04,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.20__l0.60__s101,3,0.2,0.6,101,1,always_defect,deterministic,0.0,1.1016422303374618,55.08211151687309,0.0,0.04,2,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.20__l0.60__s101,3,0.2,0.6,101,2,graded_tft,deterministic,0.5,0.3469496276866479,17.347481384332394,0.1,1.0,1,0.5
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.20__l0.60__s101,3,0.2,0.6,101,3,deepseek_v3_0324,llm,0.38,0.526401906760557,26.320095338027848,0.18,0.72,1,0.5
ac-ad-gtft-dsv3-ch__hc1002e__n5__m3__p0.20__l0.60__s101,3,0.2,0.6,101,4,claude_haiku,llm,0.28,0.6781338796079973,33.906693980399865,0.14,0.56,1,0.5
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.00__l0.00__s101,5,0.0,0.0,101,0,always_cooperate,deterministic,1.0,0.1325,6.625,0.0,0.02,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.00__l0.00__s101,5,0.0,0.0,101,1,always_defect,deterministic,0.0,1.6325,81.625,0.0,0.0,4,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.00__l0.00__s101,5,0.0,0.0,101,2,graded_tft,deterministic,0.755,0.5,25.0,0.02,1.0,1,0.75
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.00__l0.00__s101,5,0.0,0.0,101,3,deepseek_v3_0324,llm,0.755,0.5,25.0,0.02,1.0,1,0.75
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.00__l0.00__s101,5,0.0,0.0,101,4,claude_haiku,llm,0.755,0.5,25.0,0.02,1.0,1,0.75
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.00__l0.30__s101,5,0.0,0.3,101,0,always_cooperate,deterministic,1.0,0.44311863157761766,22.15593157888088,0.0,0.02,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.00__l0.30__s101,5,0.0,0.3,101,1,always_defect,deterministic,0.0,2.0811713567232255,104.05856783616127,0.0,0.0,4,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.00__l0.30__s101,5,0.0,0.3,101,2,graded_tft,deterministic,0.755,0.8451318128640196,42.25659064320098,0.02,1.0,1,0.75
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.00__l0.30__s101,5,0.0,0.3,101,3,deepseek_v3_0324,llm,0.755,0.8451318128640196,42.25659064320098,0.02,1.0,1,0.75
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.00__l0.30__s101,5,0.0,0.3,101,4,claude_haiku,llm,0.755,0.8451318128640196,42.25659064320098,0.02,1.0,1,0.75
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.00__l0.60__s101,5,0.0,0.6,101,0,always_cooperate,deterministic,1.0,0.7537372631552353,37.68686315776176,0.0,0.02,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.00__l0.60__s101,5,0.0,0.6,101,1,always_defect,deterministic,0.0,2.5298427134464507,126.49213567232255,0.0,0.0,4,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.00__l0.60__s101,5,0.0,0.6,101,2,graded_tft,deterministic,0.755,1.1902636257280392,59.51318128640196,0.02,1.0,1,0.75
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.00__l0.60__s101,5,0.0,0.6,101,3,deepseek_v3_0324,llm,0.755,1.1902636257280392,59.51318128640196,0.02,1.0,1,0.75
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.00__l0.60__s101,5,0.0,0.6,101,4,claude_haiku,llm,0.755,1.1902636257280392,59.51318128640196,0.02,1.0,1,0.75
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.10__l0.00__s101,5,0.1,0.0,101,0,always_cooperate,deterministic,1.0,-0.33,-16.5,0.0,0.02,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.10__l0.00__s101,5,0.1,0.0,101,1,always_defect,deterministic,0.0,1.17,58.5,0.0,0.0,4,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.10__l0.00__s101,5,0.1,0.0,101,2,graded_tft,deterministic,0.505,0.4125,20.625,0.24,1.0,2,0.5
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.10__l0.00__s101,5,0.1,0.0,101,3,deepseek_v3_0324,llm,0.425,0.5325,26.625,0.16,0.52,3,0.25
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.10__l0.00__s101,5,0.1,0.0,101,4,claude_haiku,llm,0.41,0.555,27.75,0.24,0.52,3,0.25
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.10__l0.30__s101,5,0.1,0.3,101,0,always_cooperate,deterministic,1.0,-0.30924658398892957,-15.46232919944648,0.0,0.02,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.10__l0.30__s101,5,0.1,0.3,101,1,always_defect,deterministic,0.0,1.19642063636762,59.821031818381,0.0,0.0,4,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.10__l0.30__s101,5,0.1,0.3,101,2,graded_tft,deterministic,0.51,0.4280060014873164,21.40030007436582,0.2,1.0,2,0.5
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.10__l0.30__s101,5,0.1,0.3,101,3,deepseek_v3_0324,llm,0.435,0.5402512458022366,27.01256229011183,0.14,0.58,2,0.5
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.10__l0.30__s101,5,0.1,0.3,101,4,claude_haiku,llm,0.415,0.5702512458022366,28.51256229011183,0.22,0.5,3,0.25
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.10__l0.60__s101,5,0.1,0.6,101,0,always_cooperate,deterministic,1.0,-0.2984931679778592,-14.924658398892959,0.0,0.02,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.10__l0.60__s101,5,0.1,0.6,101,1,always_defect,deterministic,0.0,1.21284127273524,60.642063636761996,0.0,0.0,4,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.10__l0.60__s101,5,0.1,0.6,101,2,graded_tft,deterministic,0.51,0.4410120029746329,22.050600148731643,0.2,1.0,2,0.5
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.10__l0.60__s101,5,0.1,0.6,101,3,deepseek_v3_0324,llm,0.435,0.5530024916044731,27.650124580223657,0.14,0.58,2,0.5
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.10__l0.60__s101,5,0.1,0.6,101,4,claude_haiku,llm,0.415,0.5830024916044731,29.150124580223657,0.22,0.5,3,0.25
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.20__l0.00__s101,5,0.2,0.0,101,0,always_cooperate,deterministic,1.0,-0.38,-19.0,0.0,0.02,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.20__l0.00__s101,5,0.2,0.0,101,1,always_defect,deterministic,0.0,1.12,56.0,0.0,0.0,4,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.20__l0.00__s101,5,0.2,0.0,101,2,graded_tft,deterministic,0.47,0.415,20.75,0.3,1.0,3,0.25
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.20__l0.00__s101,5,0.2,0.0,101,3,deepseek_v3_0324,llm,0.395,0.5275,26.375,0.34,0.58,3,0.25
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.20__l0.00__s101,5,0.2,0.0,101,4,claude_haiku,llm,0.375,0.5575,27.875,0.22,0.42,3,0.25
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.20__l0.30__s101,5,0.2,0.3,101,0,always_cooperate,deterministic,1.0,-0.3721062108587049,-18.605310542935243,0.0,0.02,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.20__l0.30__s101,5,0.2,0.3,101,1,always_defect,deterministic,0.0,1.1319942658314344,56.59971329157172,0.0,0.0,4,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.20__l0.30__s101,5,0.2,0.3,101,2,graded_tft,deterministic,0.47,0.424363002784336,21.2181501392168,0.3,1.0,3,0.25
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.20__l0.30__s101,5,0.2,0.3,101,3,deepseek_v3_0324,llm,0.395,0.536863002784336,26.8431501392168,0.34,0.58,3,0.25
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.20__l0.30__s101,5,0.2,0.3,101,4,claude_haiku,llm,0.375,0.566863002784336,28.3431501392168,0.22,0.42,3,0.25
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.20__l0.60__s101,5,0.2,0.6,101,0,always_cooperate,deterministic,1.0,-0.36421242171740964,-18.210621085870482,0.0,0.02,0,1.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.20__l0.60__s101,5,0.2,0.6,101,1,always_defect,deterministic,0.0,1.1439885316628688,57.19942658314344,0.0,0.0,4,0.0
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.20__l0.60__s101,5,0.2,0.6,101,2,graded_tft,deterministic,0.47,0.433726005568672,21.686300278433603,0.3,1.0,3,0.25
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.20__l0.60__s101,5,0.2,0.6,101,3,deepseek_v3_0324,llm,0.395,0.5462260055686721,27.311300278433603,0.34,0.58,3,0.25
ac-ad-gtft-dsv3-ch__hc1002e__n5__m5__p0.20__l0.60__s101,5,0.2,0.6,101,4,claude_haiku,llm,0.375,0.5762260055686721,28.811300278433603,0.22,0.42,3,0.25
