experiment,condition,phase_dir,N,M,p_noise,theta,lam,round,agent_id,model,action,true_coop,B_eff,EU,real_reward,avg_other_coop,expected_other_coop,belief_other_coop,retaliation_pressure,forgiveness_pressure,target_coop,streak_prev,action_changed,confidence,n_opp_defective,n_opp_reciprocal,payoff_drift,reason
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,11,0,gpt_oss_20b,4,0.0,11.827135416666666,,11.827135416666666,1.0,,,0,0,,0,False,0.92,0,0,0.421875,Defecting yields higher immediate payoff (≈11.8) and keeps B_eff high; cooperation would incur high cost (8) with only modest B_eff increase next round.
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,12,0,gpt_oss_20b,4,0.0,11.765885416666666,,11.765885416666666,1.0,,,0,0,,0,False,0.92,0,0,0.375,"Defecting yields higher immediate and expected payoff given opponent’s high cooperation probability (0.75) when we defect, and cooperation does not increase B_eff (streak remains 0)."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,13,0,gpt_oss_20b,4,0.0,11.710104166666666,,11.710104166666666,1.0,,,0,0,,0,False,0.9,0,0,0.390625,"Defecting yields the highest immediate payoff (8.78) given opponent’s high cooperation (0.75). No retaliation rule is observed, and B_eff will not decrease significantly; thus maximizing long-term reward."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,14,0,gpt_oss_20b,4,0.0,11.654322916666665,,11.654322916666665,1.0,,,0,0,,0,False,0.9,0,0,0.390625,Opponent consistently cooperates; defecting maximizes payoff (avoids cost) with no retaliation risk.
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,15,0,gpt_oss_20b,4,0.0,11.620416666666666,,11.620416666666666,1.0,,,0,0,,0,False,0.95,0,0,0.453125,"Defecting gives 0 payoff while cooperating costs 8 with no benefit from opponent’s low cooperation; opponent is consistently defecting, so no incentive to cooperate."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,16,0,gpt_oss_20b,4,0.0,11.581041666666666,,11.581041666666666,1.0,,,0,0,,0,False,0.9,0,0,0.4375,"Defecting yields the highest immediate payoff (≈9.26) given opponent’s high cooperation (0.8). Long‑term, opponent’s cooperation remains high even after our defection, so defecting continues to dominate."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,17,0,gpt_oss_20b,4,0.0,11.541666666666666,,11.541666666666666,1.0,,,0,0,,0,False,0.92,0,0,0.4375,Defecting yields higher immediate payoff (≈11.54) than cooperating (≈3.54) given opponent’s high cooperation and low streak effect; no incentive to raise B_eff.
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,18,0,gpt_oss_20b,4,0.0,11.524166666666666,,11.524166666666666,1.0,,,0,0,,0,False,0.95,0,0,0.5,"Defecting yields the highest immediate payoff (11.524) regardless of opponent’s action, and cooperation would incur a high cost (8) that cannot be offset by the modest B_eff increase from streaks."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,19,0,gpt_oss_20b,0,1.0,12.217019618581757,,4.217019618581757,1.0,,,0,0,,1,True,0.6,0,0,0.515625,"Cooperating restores the cooperation streak, raising B_eff for future rounds and maintaining opponent cooperation, which outweighs the short‑term gain from defecting given the opponent’s recent pattern of 9 cooperations followed by a defection."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,20,0,gpt_oss_20b,4,0.0,12.85310523129393,,12.85310523129393,1.0,,,0,0,,2,True,0.95,0,0,0.578125,"Defecting maximizes immediate payoff (B_eff - 0) and keeps B_eff high; cooperation would incur cost 8 while only slowly raising B_eff, yielding lower long‑term average."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,21,0,gpt_oss_20b,4,0.0,11.531822916666666,,11.531822916666666,1.0,,,0,0,,0,False,0.9,0,0,0.578125,Defect maximizes immediate payoff given opponent’s low cooperation (avg 0.15) and high cost of cooperation; streak and drift effects are negligible.
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,22,0,gpt_oss_20b,4,0.0,11.541666666666666,,11.541666666666666,1.0,,,0,0,,0,False,0.95,0,0,0.578125,"Defect yields higher immediate payoff (11.54 vs 3.54) and opponent is fully cooperative, so no retaliation. Long-term payoff dominates."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,23,0,gpt_oss_20b,4,0.0,11.551510416666666,,11.551510416666666,1.0,,,0,0,,0,False,0.92,0,0,0.578125,"Defecting yields higher immediate payoff (11.55 vs 3.55) and opponent has consistently cooperated (avg 1.0), so exploitation is profitable; no retaliation rule or streak benefit for cooperation."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,24,0,gpt_oss_20b,4,0.0,11.561354166666666,,11.561354166666666,1.0,,,0,0,,0,False,0.95,0,0,0.578125,Defect yields highest immediate payoff (11.56) while opponent cooperates fully; streak and drift rules do not reward cooperation in this state.
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,25,0,gpt_oss_20b,4,0.0,11.571197916666666,,11.571197916666666,1.0,,,0,0,,0,False,0.95,0,0,0.578125,Defect yields higher immediate payoff (11.57 vs 3.57) and no future benefit since opponent cooperates fully; streak and drift effects cannot offset the 8‑unit cost of cooperation.
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,26,0,gpt_oss_20b,4,0.0,11.581041666666666,,11.581041666666666,1.0,,,0,0,,0,False,0.95,0,0,0.578125,"Opponent consistently defects (avg cooperation 0), so benefit term is zero; minimizing own cooperation (action 4) maximizes payoff."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,27,0,gpt_oss_20b,4,0.0,11.585416666666665,,11.585416666666665,1.0,,,0,0,,0,False,0.95,0,0,0.5625,Defect yields higher immediate payoff (11.5854 vs 3.5854) and opponent consistently defects; no streak or drift benefit from cooperation.
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,28,0,gpt_oss_20b,4,0.0,11.567916666666665,,11.567916666666665,1.0,,,0,0,,0,False,0.9,0,0,0.5,"Defecting gives higher immediate payoff (11.57 vs 3.57) because opponent has been largely defecting; no streak boost and B_eff unchanged, so defect maximizes long‑term average."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,29,0,gpt_oss_20b,4,0.0,11.550416666666665,,11.550416666666665,1.0,,,0,0,,0,False,0.95,0,0,0.5,Defecting yields higher immediate payoff (11.55 vs 3.55) and opponent remains fully cooperative; streak and drift effects are negligible compared to the large cost of cooperation.
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,30,0,gpt_oss_20b,4,0.0,11.532916666666665,,11.532916666666665,1.0,,,0,0,,0,False,0.95,0,0,0.5,"Defecting yields higher immediate payoff (0 vs -8) and does not improve future B_eff or trigger streaks; opponent continues defecting, so no incentive to cooperate."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,31,0,gpt_oss_20b,4,0.0,11.515416666666665,,11.515416666666665,1.0,,,0,0,,0,False,0.95,0,0,0.5,Defecting yields immediate payoff 11.52 vs 3.52 if cooperating; opponent has been fully cooperating and no evidence of retaliation; streak and drift do not alter B_eff.
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,32,0,gpt_oss_20b,4,0.0,11.497916666666665,,11.497916666666665,1.0,,,0,0,,0,False,0.95,0,0,0.5,Defecting avoids the 8 cost of cooperation while still receiving the same benefit (zero) from the opponent’s continued defection; immediate payoff improves from -8 to 0 and no streak or drift change occurs.
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,33,0,gpt_oss_20b,4,0.0,11.480416666666665,,11.480416666666665,1.0,,,0,0,,0,False,0.95,0,0,0.5,"Defecting yields higher immediate payoff (11.48 vs 3.48) while opponent cooperates fully; no evidence of retaliation, and B_eff cannot increase enough to offset the cost of cooperation."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,34,0,gpt_oss_20b,4,0.0,11.462916666666665,,11.462916666666665,1.0,,,0,0,,0,False,0.95,0,0,0.5,"Defecting maximizes immediate payoff (11.46) versus cooperating (3.46) and yields higher future B_eff only marginally; opponent continues cooperating, so defect remains optimal."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,35,0,gpt_oss_20b,4,0.0,11.445416666666665,,11.445416666666665,1.0,,,0,0,,0,False,0.95,0,0,0.5,Opponent has defected every round; defecting yields 0 payoff while cooperating incurs cost 8 per unit of cooperation.
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,36,0,gpt_oss_20b,4,0.0,11.411510416666665,,11.411510416666665,1.0,,,0,0,,0,False,0.92,0,0,0.453125,Defect yields higher immediate payoff (11.41 vs 3.41) given opponent’s high cooperation; no incentive to change streak or future cooperation.
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,37,0,gpt_oss_20b,4,0.0,11.377604166666666,,11.377604166666666,1.0,,,0,0,,0,False,0.75,0,0,0.453125,"Defecting yields the highest immediate payoff (11.38) while opponent has cooperated 9/10 times; likely no retaliation, so long‑term average remains high."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,38,0,gpt_oss_20b,4,0.0,11.343697916666667,,11.343697916666667,1.0,,,0,0,,0,False,0.95,0,0,0.453125,"Opponent has defected in all 10 observed rounds, so their cooperation level is 0.0. With B_eff > C, payoff is B_eff*0 - C*own_coop = -C*own_coop. Defecting (action 4, cooperation 0.0) yields 0 payoff, while any cooperation incurs a cost of 8. No futu"
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,39,0,gpt_oss_20b,4,0.0,11.309791666666667,,11.309791666666667,1.0,,,0,0,,0,False,0.95,0,0,0.453125,Defect yields highest immediate payoff (11.31) while opponent consistently cooperates; no retaliation or streak incentives to change this.
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,40,0,gpt_oss_20b,4,0.0,11.275885416666668,,11.275885416666668,1.0,,,0,0,,0,False,0.95,0,0,0.453125,"Defecting yields higher immediate payoff (11.28) while keeping B_eff at base; cooperating would incur cost 8 and only modestly increase B_eff, resulting in lower payoff. No retaliation rule applies."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,41,0,gpt_oss_20b,4,0.0,11.241979166666669,,11.241979166666669,1.0,,,0,0,,0,False,0.99,0,0,0.453125,Defecting yields higher payoff regardless of streak effects; cooperation never surpasses defect payoff given B_eff bounds.
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,42,0,gpt_oss_20b,4,0.0,11.20807291666667,,11.20807291666667,1.0,,,0,0,,0,False,0.92,0,0,0.453125,"Defecting yields higher immediate payoff (10.37 vs 2.37) given high opponent cooperation and high cost of own cooperation; opponent has not retaliated, so defecting is safe for long-term average."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,43,0,gpt_oss_20b,4,0.0,11.17416666666667,,11.17416666666667,1.0,,,0,0,,0,False,0.9,0,0,0.453125,"Defecting maximizes immediate payoff (≈10.34) while opponent remains highly cooperative; risk of retaliation is low given opponent’s history, and B_eff will not drop significantly."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,44,0,gpt_oss_20b,4,0.0,11.15666666666667,,11.15666666666667,1.0,,,0,0,,0,False,0.95,0,0,0.5,"Opponent has consistently defected (action 4) for 10 rounds, yielding zero cooperation. Our payoff is B_eff*avg_other_coop - C*own_coop. With avg_other_coop=0, cooperating (action 0) gives -8, while defecting (action 4) gives 0. No incentive to coope"
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,45,0,gpt_oss_20b,4,0.0,11.13916666666667,,11.13916666666667,1.0,,,0,0,,0,False,0.7,0,0,0.5,"Defecting yields the highest immediate payoff (11.139) if opponent cooperates, which is highly likely given their 9/10 cooperation history. The risk of retaliation is low relative to the payoff advantage."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,46,0,gpt_oss_20b,4,0.0,11.12166666666667,,11.12166666666667,1.0,,,0,0,,0,False,0.95,0,0,0.5,"Defecting yields higher immediate payoff (11.12 vs 3.12) and opponent is fully cooperating regardless of our action, so no future retaliation."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,47,0,gpt_oss_20b,4,0.0,11.10416666666667,,11.10416666666667,1.0,,,0,0,,0,False,0.97,0,0,0.5,Defecting maximizes immediate payoff (11.10) and maintains B_eff at base; cooperating never yields higher payoff and only reduces future B_eff if streak is broken.
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,48,0,gpt_oss_20b,4,0.0,11.08666666666667,,11.08666666666667,1.0,,,0,0,,0,False,0.92,0,0,0.5,"Defecting yields higher immediate payoff (11.09 vs 3.09) while opponent remains fully cooperative; B_eff increase from a single cooperative round is negligible compared to the 8 cost, so long‑term average reward is maximized by defecting."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,49,0,gpt_oss_20b,4,0.0,11.06916666666667,,11.06916666666667,1.0,,,0,0,,0,False,0.95,0,0,0.5,Opponent has consistently defected (action 4) and our cooperation yields negative payoff (-8). Defecting (action 4) gives 0 payoff and avoids exploitation; no evidence opponent will reciprocate cooperation.
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,50,0,gpt_oss_20b,4,0.0,11.05166666666667,,11.05166666666667,1.0,,,0,0,,0,False,0.95,0,0,0.5,"Opponent always defects (action 4), so cooperating yields negative payoff (-8) while defecting yields 0; no incentive to change opponent's behavior."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,1,1,llama31_8b,0,1.0,12.0,,-8.0,0.0,,,0,0,,0,False,0.8,0,0,0.0,"Maximize B_eff by cooperating, given low observed cooperation and no streak or drift effect yet."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,2,1,llama31_8b,0,1.0,11.9825,,-8.0,0.0,,,0,0,,0,False,0.9,0,0,0.5,"Given the current streak is 0, the effective base payoff B_eff is at its maximum. To maximize the payoff, I should cooperate as much as possible, which corresponds to the lowest action index."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,3,1,llama31_8b,1,0.75,11.965,,5.965,1.0,,,0,0,,0,True,0.7,0,0,0.5,"Higher cooperation is incentivized by B_eff and discouraged by C, but recent history shows low cooperation, suggesting a potential drift towards lower cooperation levels."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,4,1,llama31_8b,1,0.75,12.725470227637118,,-6.0,0.0,,,0,0,,1,False,0.8,0,0,0.625,"Higher cooperation (a=1) is justified by recent observed cooperation levels (mean_other_coop_recent=1.0) and the payoff formula, which rewards higher cooperation."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,5,1,llama31_8b,0,1.0,11.995624999999999,,-8.0,0.0,,,0,0,,0,True,0.8,0,0,0.5625,"High cooperation from opponent in recent history, and high B_eff due to streak, suggest cooperation is likely to be rewarded."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,6,1,llama31_8b,4,0.0,11.995624999999999,,0.0,0.0,,,0,0,,0,True,0.8,0,0,0.55,High cooperation in the observed history and high B_eff suggest that cooperation is the best strategy to maximize long-term average reward.
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,7,1,llama31_8b,0,1.0,11.963541666666666,,-5.009114583333334,0.25,,,0,0,,0,True,0.8,0,0,0.4583333333333333,"Given the recent history of full defection and the payoff formula, choosing the most cooperative action (index 0) maximizes the chance of increasing B_eff and thus the long-term average reward."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,8,1,llama31_8b,0,1.0,12.670861117761405,,-8.0,0.0,,,0,0,,1,False,0.8,0,0,0.48214285714285715,"Higher B_eff due to recent cooperation streak and high lambda, and lower C due to recent defection, suggest choosing the most cooperative action to maximize payoff."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,9,1,llama31_8b,4,0.0,11.916822916666666,,0.0,0.0,,,0,0,,0,True,0.7,0,0,0.484375,"Higher cooperation is incentivized by B_eff, but recent history shows low cooperation from opponent, so I choose the highest cooperation level to increase chances of cooperation."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,10,1,llama31_8b,0,1.0,11.871979166666666,,-8.0,0.0,,,0,0,,0,True,0.8,0,0,0.421875,"High observed cooperation from opponent in recent history, and high B_eff due to streak, incentivize cooperation."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,11,1,llama31_8b,0,1.0,11.827135416666666,,-8.0,0.0,,,0,0,,0,False,0.8,0,0,0.421875,"Given the high cooperation frequency of opponent 0 (0.6) and the low cooperation frequency of opponent 1 (0.2), I should cooperate to increase the average cooperation level and maximize the payoff."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,12,1,llama31_8b,0,1.0,11.765885416666666,,-8.0,0.0,,,0,0,,0,False,0.8,0,0,0.375,"Given the observed history and action semantics, the most cooperative action (index 0) is justified to increase the chances of cooperation from the other agent, which is currently defecting (index 4) in most rounds."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,13,1,llama31_8b,0,1.0,11.710104166666666,,-8.0,0.0,,,0,0,,0,False,0.7,0,0,0.390625,"Higher cooperation increases B_eff, but own_coop(true) increases cost term C; observed_history_last_k shows recent defection by opponent, suggesting lower cooperation is more likely to increase payoff."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,14,1,llama31_8b,0,1.0,11.654322916666665,,-8.0,0.0,,,0,0,,0,False,0.8,0,0,0.390625,"Highly cooperative opponent with recent defection, expect high B_eff and low C, choose most cooperative action to maximize payoff."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,15,1,llama31_8b,0,1.0,11.620416666666666,,-8.0,0.0,,,0,0,,0,False,0.8,0,0,0.453125,"High cooperation is incentivized by B_eff and penalized by C. Recent history shows low cooperation, suggesting a potential increase in B_eff. Action 0 maximizes cooperation and is consistent with the observed history."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,16,1,llama31_8b,0,1.0,11.581041666666666,,-8.0,0.0,,,0,0,,0,False,0.8,0,0,0.4375,"Given the low observed cooperation rate (0.4375) and the opponent's frequent defection (0.8, 0.2), it is strategically rational to choose the most cooperative action (index 0) to increase the chances of cooperation and maximize the long-term average "
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,17,1,llama31_8b,0,1.0,11.541666666666666,,-8.0,0.0,,,0,0,,0,False,0.8,0,0,0.4375,Defecting is less likely given opponent's recent history of cooperation and low cooperation frequency.
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,18,1,llama31_8b,0,1.0,11.524166666666666,,-8.0,0.0,,,0,0,,0,False,0.8,0,0,0.5,"Given the observed history of recent defections and the payoff formula, choosing the most cooperative action (index 0) maximizes the long-term average reward by increasing B_eff and reducing C."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,19,1,llama31_8b,0,1.0,12.217019618581757,,4.217019618581757,1.0,,,0,0,,1,False,0.8,0,0,0.515625,"High cooperation from opponent in recent history, with 0.9 probability of 4, and 0.1 probability of 3, suggests a cooperative opponent. Given the payoff formula u_i = B_eff * avg_other_coop(true) - C * own_coop(true) + K, and B_eff = 12.2170196185817"
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,20,1,llama31_8b,0,1.0,12.85310523129393,,-8.0,0.0,,,0,0,,2,False,0.9,0,0,0.578125,High observed cooperation from opponent and high B_eff make cooperation optimal.
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,21,1,llama31_8b,0,1.0,11.531822916666666,,-8.0,0.0,,,0,0,,0,False,0.8,0,0,0.578125,"Given the high observed cooperation rate (0.578125) and the opponent's recent action (0), I should cooperate to maximize the effective payoff (B_eff) and maintain a high streak."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,22,1,llama31_8b,0,1.0,11.541666666666666,,-8.0,0.0,,,0,0,,0,False,0.8,0,0,0.578125,High B_eff and low C make cooperation optimal; observed history supports this.
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,23,1,llama31_8b,0,1.0,11.551510416666666,,-8.0,0.0,,,0,0,,0,False,0.8,0,0,0.578125,"Higher cooperation is incentivized by higher B_eff and lower C, and observed history shows low cooperation from opponent."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,24,1,llama31_8b,0,1.0,11.561354166666666,,-8.0,0.0,,,0,0,,0,False,0.9,0,0,0.578125,"High cooperation from opponent in recent history, with 0.0 cooperation in last 2 rounds, and 0.0 mean other coop in recent rounds. High B_eff due to streak rule and drift rule. High C, low K. Prefer low action index to maximize payoff."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,25,1,llama31_8b,0,1.0,11.571197916666666,,-8.0,0.0,,,0,0,,0,False,0.8,0,0,0.578125,High cooperation from opponent (0) in recent history and low cost of cooperation (C=8.0) justify choosing the most cooperative action.
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,26,1,llama31_8b,0,1.0,11.581041666666666,,-8.0,0.0,,,0,0,,0,False,0.8,0,0,0.578125,"High cooperation is incentivized by high B_eff and low C, and observed history shows low mean_other_coop_recent and low rolling_observed_cooperation_prev."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,27,1,llama31_8b,0,1.0,11.585416666666665,,-8.0,0.0,,,0,0,,0,False,0.8,0,0,0.5625,High observed cooperation by opponent and low recent cooperation by self justify choosing the most cooperative action to increase B_eff and potentially shift opponent's cooperation level.
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,28,1,llama31_8b,0,1.0,11.567916666666665,,-8.0,0.0,,,0,0,,0,False,0.8,0,0,0.5,"High B_eff and low C suggest cooperation is rewarded, and low action index maximizes cooperation."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,29,1,llama31_8b,0,1.0,11.550416666666665,,-8.0,0.0,,,0,0,,0,False,0.9,0,0,0.5,"High cooperation from opponent in recent history, with 90% probability of cooperation in the last round. B_eff is high, indicating a high payoff for cooperation. Lowering my cooperation to 0 is a strategic choice to maintain a high B_eff and encourag"
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,30,1,llama31_8b,0,1.0,11.532916666666665,,-8.0,0.0,,,0,0,,0,False,0.8,0,0,0.5,"High B_eff and low C suggest cooperation maximizes payoff, and observed history shows no cooperation from opponent, so choosing a = 0 is strategically justified."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,31,1,llama31_8b,0,1.0,11.515416666666665,,-8.0,0.0,,,0,0,,0,False,0.8,0,0,0.5,"Highest cooperation level available, given recent history and action semantics."
causal_N_progressive,N=2,progressive__n2__m5__t50,2,5,0.05,0.6,0.25,32,1,llama31_8b,0,1.0,11.497916666666665,,-8.0,0.0,,,0,0,,0,False,0.8,0,0,0.5,"High B_eff and low C suggest cooperation is optimal; observed history shows opponent's recent cooperation is 0, indicating a potential defecting opponent; action semantics indicate a cooperation level of 1.0 for action 0."
